Date,Open,High,Low,Close,Volume
2015-06-29,2056.44,2068.85,2054.33,2060.49,503807000
2015-06-30,2054.83,2075.02,2049.44,2074.2,392413000
2015-07-01,2077.27,2100.34,2072.54,2097.89,471565000
2015-07-02,2107.11,2110.81,2098.76,2107.33,565339000
2015-07-03,2107.51,2109.68,2094.02,2104.41,419549000
2015-07-06,2076.06,2089.86,2052.23,2053.93,474042000
2015-07-07,2067.04,2067.93,2028.98,2040.29,502809000
2015-07-08,2045.88,2046.33,2010.83,2016.21,453118000
2015-07-09,2000.19,2027.81,1983.78,2027.81,408457000
2015-07-10,2036.89,2037.84,2024.76,2031.17,381307000
2015-07-13,2033.25,2063.28,2030.21,2061.52,426286000
2015-07-14,2070.44,2070.44,2052.21,2059.23,503078000
2015-07-15,2068.38,2079.9,2060.66,2072.91,619128000
2015-07-16,2073.29,2088.33,2071.02,2087.89,697930000
2015-07-17,2101.22,2101.22,2068.36,2076.79,819227000
2015-07-20,2077.09,2081.43,2068.19,2073.31,870679000
2015-07-21,2082.18,2088.24,2069.21,2083.62,727407000
2015-07-22,2071.06,2075.94,2059.45,2064.73,1160824000
2015-07-23,2068.93,2069.2,2053.52,2065.07,739793000
2015-07-24,2060.66,2060.66,2040.3,2045.96,611868000
2015-07-27,2034.82,2048.15,2032.44,2038.81,543243000
2015-07-28,2026.33,2045.55,2015.91,2039.1,498527000
2015-07-29,2053.62,2055.95,2037.62,2037.62,520572000
2015-07-30,2040.24,2044.93,2019.03,2019.03,509318000
2015-07-31,2026.98,2030.16,2004.7,2030.16,448192000
2015-08-03,2026.25,2026.25,2005.21,2008.49,358746000
2015-08-04,2007.75,2027.99,2007.66,2027.99,388790000
2015-08-05,2027.22,2035.25,2022.98,2029.76,319211000
2015-08-06,2037.26,2038.41,2011.6,2013.29,340506000
2015-08-07,2009.39,2012.9,2001.13,2010.23,334578000
2015-08-10,2008.44,2008.55,1993.96,2003.17,308327000
2015-08-11,2020.15,2021.81,1986.46,1986.65,366407000
2015-08-12,1980.04,1989.1,1948.91,1975.47,524252000
2015-08-13,1975.47,1990.7,1966.02,1983.46,376591000
2015-08-17,1991.05,1991.05,1968.44,1968.52,561574000
2015-08-18,1977.61,1979.33,1954.35,1956.26,472766000
2015-08-19,1954.56,1959.51,1915.91,1939.38,506786000
2015-08-20,1929.43,1933.79,1912.55,1914.55,397527000
2015-08-21,1862.79,1886.49,1856.91,1876.07,512313000
2015-08-24,1860.03,1872.86,1800.75,1829.81,415178000
2015-08-25,1840.94,1864.3,1806.79,1846.63,451586000
2015-08-26,1843.7,1895.45,1835.58,1894.09,453386000
2015-08-27,1912.42,1920.39,1898.98,1908.0,482660000
2015-08-28,1932.39,1938.61,1927.39,1937.67,446751000
2015-08-31,1934.12,1941.49,1925.52,1941.49,350942000
2015-09-01,1934.44,1939.67,1914.22,1914.23,324479000
2015-09-02,1886.14,1920.62,1883.5,1915.22,342022000
2015-09-03,1929.78,1931.19,1911.17,1915.53,297283000
2015-09-04,1921.81,1923.06,1879.94,1886.04,361089000
2015-09-07,1883.36,1895.99,1870.59,1883.22,288156000
2015-09-08,1889.14,1894.56,1868.48,1878.68,391891000
2015-09-09,1903.28,1934.2,1902.93,1934.2,516171000
2015-09-10,1918.42,1962.11,1915.44,1962.11,460344000
2015-09-11,1942.88,1951.26,1939.73,1941.37,503010000
2015-09-14,1947.65,1948.02,1921.45,1931.46,362914000
2015-09-15,1930.44,1938.9,1927.62,1937.56,390824000
2015-09-16,1949.49,1978.68,1949.15,1975.45,584757000
2015-09-17,1989.07,1989.07,1972.93,1976.49,510173000
2015-09-18,1978.39,1996.47,1964.12,1995.95,523798000
2015-09-21,1973.24,1980.8,1960.11,1964.68,376423000
2015-09-22,1973.54,1983.99,1966.05,1982.06,696371000
2015-09-23,1960.33,1968.16,1944.51,1944.64,856989000
2015-09-24,1956.94,1958.73,1944.31,1947.1,921264000
2015-09-25,1948.3,1951.94,1932.49,1942.85,796574000
2015-09-30,1915.46,1962.84,1915.04,1962.81,546992000
2015-10-01,1963.55,1986.01,1958.63,1979.32,678977000
2015-10-02,1979.41,1985.57,1969.68,1969.68,1030976000
2015-10-05,1981.6,1994.65,1975.55,1978.25,545633000
2015-10-06,1996.29,1998.02,1985.17,1990.65,661635000
2015-10-07,1995.87,2006.24,1994.55,2005.84,761719000
2015-10-08,2016.36,2020.19,1998.66,2019.53,700992000
2015-10-12,2022.33,2030.92,2015.43,2021.63,635085000
2015-10-13,2021.2,2024.5,2010.16,2019.05,604995000
2015-10-14,2014.47,2016.14,2002.63,2009.55,644802000
2015-10-15,2008.29,2035.8,2007.46,2033.27,498901000
2015-10-16,2037.98,2038.06,2025.19,2030.26,550798000
2015-10-19,2032.36,2036.3,2022.25,2030.27,726843000
2015-10-20,2031.5,2040.24,2026.67,2039.36,958059000
2015-10-21,2039.25,2053.95,2035.59,2042.98,668945000
2015-10-22,2040.43,2042.57,2019.53,2023.0,695813000
2015-10-23,2043.67,2054.82,2036.92,2040.4,648998000
2015-10-26,2049.41,2049.6,2039.97,2048.08,459949000
2015-10-27,2043.52,2045.81,2036.22,2044.65,449155000
2015-10-28,2045.67,2045.67,2032.39,2042.51,402200000
2015-10-29,2050.97,2064.72,2032.56,2034.16,481349000
2015-10-30,2034.78,2038.56,2027.8,2029.47,380671000
2015-11-02,2033.15,2036.05,2028.2,2035.24,366381000
2015-11-03,2042.6,2053.24,2040.75,2048.4,591736000
2015-11-04,2053.51,2056.12,2042.38,2052.77,545085000
2015-11-05,2049.3,2050.44,2039.93,2049.41,349079000
2015-11-06,2048.17,2055.14,2038.46,2041.07,465030000
2015-11-09,2038.59,2038.59,2022.52,2025.7,435389000
2015-11-10,2015.45,2015.45,1988.54,1996.59,417457000
2015-11-11,1993.81,2001.73,1983.14,1997.27,286567000
2015-11-12,1997.32,1998.66,1991.28,1993.36,389444000
2015-11-13,1975.97,1981.27,1969.71,1973.29,342313000
2015-11-16,1945.68,1956.09,1942.85,1943.02,433426000
2015-11-17,1967.36,1974.08,1959.22,1963.58,417559000
2015-11-18,1967.25,1973.16,1961.43,1962.88,541860000
2015-11-19,1976.94,1988.92,1972.85,1988.91,422517000
2015-11-20,1988.96,1993.97,1985.93,1989.86,413655000
2015-11-23,1995.92,2008.34,1992.86,2003.7,383231000
2015-11-24,2004.29,2019.95,2003.06,2016.29,417004000
2015-11-25,2018.24,2018.93,2007.91,2009.42,391646000
2015-11-26,2014.88,2033.18,2014.88,2030.68,454457000
2015-11-27,2038.71,2038.72,2026.4,2028.99,481950000
2015-11-30,2022.38,2022.38,1987.12,1991.97,452865000
2015-12-01,2001.51,2026.33,2001.51,2023.93,573342000
2015-12-02,2026.08,2026.19,2009.29,2009.29,631315000
2015-12-03,2000.2,2000.2,1981.59,1994.07,365870000
2015-12-04,1972.16,1983.02,1970.48,1974.4,379466000
2015-12-07,1987.62,1988.04,1963.66,1963.67,382132000
2015-12-08,1964.22,1971.07,1948.43,1949.04,406175000
2015-12-09,1951.39,1956.7,1944.78,1948.24,378094000
2015-12-10,1947.21,1956.84,1940.4,1952.07,377848000
2015-12-11,1952.82,1961.0,1943.67,1948.62,380713000
2015-12-14,1926.36,1930.4,1919.22,1927.82,439741000
2015-12-15,1935.82,1938.04,1925.75,1932.97,434738000
2015-12-16,1950.15,1975.63,1950.05,1969.4,475097000
2015-12-17,1984.06,1987.83,1967.64,1977.96,379574000
2015-12-18,1960.32,1981.42,1958.12,1975.32,677729000
2015-12-21,1974.26,1986.66,1968.14,1981.19,539596000
2015-12-22,1984.37,1992.72,1971.32,1992.56,577235000
2015-12-23,1994.2,2007.42,1989.3,1999.22,502366000
2015-12-24,2009.34,2009.99,1990.65,1990.65,504620000
