Date,Open,High,Low,Close,Volume
2017-01-09,2053.18,2053.18,2046.47,2048.78,398291000
2017-01-10,2043.3,2046.78,2039.5,2045.12,512663000
2017-01-11,2048.08,2079.7,2047.56,2075.17,335531000
2017-01-12,2077.69,2087.14,2073.89,2087.14,555841000
2017-01-13,2077.12,2080.94,2073.44,2076.79,518284000
2017-01-16,2077.03,2080.05,2058.93,2064.17,683931000
2017-01-17,2067.52,2078.8,2065.53,2071.87,601435000
2017-01-18,2073.77,2075.23,2058.35,2070.54,530133000
2017-01-19,2085.61,2091.02,2065.03,2072.79,415668000
2017-01-20,2065.54,2072.32,2064.0,2065.61,392647000
2017-01-23,2067.62,2073.8,2058.91,2065.99,444862000
2017-01-24,2070.22,2072.66,2058.59,2065.76,312411000
2017-01-25,2075.33,2077.72,2062.96,2066.94,311770000
2017-01-26,2074.77,2088.6,2068.5,2083.59,257921000
2017-01-31,2077.66,2079.97,2067.57,2067.57,288275000
2017-02-01,2075.31,2082.7,2073.97,2080.48,452528000
2017-02-02,2080.23,2092.45,2067.76,2071.01,825477000
2017-02-03,2075.9,2079.85,2064.05,2073.16,392584000
2017-02-06,2085.73,2088.37,2073.03,2077.66,315315000
2017-02-07,2077.8,2079.23,2071.05,2075.21,271809000
2017-02-08,2072.58,2072.58,2052.29,2065.08,266722000
2017-02-09,2067.15,2072.69,2062.12,2065.88,236008000
2017-02-10,2075.8,2080.74,2072.23,2075.08,314676000
2017-02-13,2074.94,2078.66,2070.36,2078.65,289684000
2017-02-14,2079.3,2081.59,2068.16,2074.57,332365000
2017-02-15,2073.6,2087.69,2069.89,2083.86,338044000
2017-02-16,2088.09,2092.59,2078.35,2081.84,330466000
2017-02-17,2072.57,2081.18,2072.57,2080.58,301517000
2017-02-20,2084.16,2085.59,2077.13,2084.39,297203000
2017-02-21,2085.97,2108.48,2085.0,2102.93,292539000
2017-02-22,2106.42,2108.98,2101.56,2106.61,312219000
2017-02-23,2106.15,2108.99,2103.11,2107.63,430850000
2017-02-24,2106.43,2107.83,2090.05,2094.12,385394000
2017-02-27,2095.47,2097.24,2084.08,2085.52,343702000
2017-02-28,2087.26,2094.41,2084.36,2091.64,399821000
2017-03-02,2105.19,2112.58,2096.31,2102.65,434713000
2017-03-03,2090.92,2091.59,2072.09,2078.75,425935000
2017-03-06,2073.2,2083.8,2067.68,2081.36,431445000
2017-03-07,2080.77,2096.79,2079.16,2094.05,277830000
2017-03-08,2092.27,2101.56,2088.19,2095.41,381441000
2017-03-09,2098.29,2100.08,2090.73,2091.06,408229000
2017-03-10,2088.67,2102.05,2082.31,2097.35,500860000
2017-03-13,2102.37,2122.88,2100.91,2117.59,382129000
2017-03-14,2127.12,2135.5,2124.42,2133.78,365074000
2017-03-15,2128.42,2135.38,2127.26,2133.0,374699000
2017-03-16,2154.98,2156.85,2143.01,2150.08,402424000
2017-03-17,2150.47,2164.59,2148.86,2164.58,302788000
2017-03-20,2160.32,2160.57,2151.51,2157.01,264946000
2017-03-21,2162.95,2181.99,2160.25,2178.38,303940000
2017-03-22,2159.97,2170.0,2158.96,2168.3,394425000
2017-03-23,2174.09,2182.42,2170.56,2172.72,358607000
2017-03-24,2171.36,2179.34,2163.34,2168.95,358673000
2017-03-27,2161.17,2165.25,2153.14,2155.66,395862000
2017-03-28,2166.58,2169.14,2157.71,2163.31,393970000
2017-03-29,2172.31,2172.31,2162.04,2166.98,626792000
2017-03-30,2170.18,2174.16,2159.16,2164.64,643563000
2017-03-31,2166.62,2166.93,2159.8,2160.23,441640000
2017-04-03,2166.04,2171.33,2161.26,2167.51,398513000
2017-04-04,2165.23,2166.94,2156.89,2161.1,522093000
2017-04-05,2161.9,2164.85,2146.98,2160.85,571691000
2017-04-06,2152.64,2153.83,2143.3,2152.75,510164000
2017-04-07,2154.87,2155.7,2142.51,2151.73,408456000
2017-04-10,2148.83,2148.83,2128.35,2133.32,512916000
2017-04-11,2129.23,2136.55,2117.82,2123.85,489309000
2017-04-12,2128.17,2129.82,2122.94,2128.91,427358000
2017-04-13,2130.64,2148.61,2125.87,2148.61,357582000
2017-04-14,2138.28,2141.61,2127.8,2134.88,383688000
2017-04-17,2140.87,2150.7,2138.7,2145.76,259303000
2017-04-18,2155.36,2155.36,2139.31,2148.46,291399000
2017-04-19,2144.98,2148.03,2133.82,2138.4,344221000
2017-04-20,2138.19,2150.43,2134.05,2149.15,268315000
2017-04-21,2161.24,2169.46,2156.64,2165.04,281540000
2017-04-24,2175.5,2177.89,2166.83,2173.74,374713000
2017-04-25,2175.7,2196.85,2174.11,2196.85,275897000
2017-04-26,2202.37,2210.61,2200.73,2207.84,397525000
2017-04-27,2201.72,2211.59,2199.76,2209.46,386106000
2017-04-28,2214.36,2217.04,2202.2,2205.44,268642000
2017-05-02,2213.61,2229.74,2212.87,2219.67,295139000
2017-05-04,2224.91,2241.24,2224.91,2241.24,261918000
2017-05-08,2245.61,2292.76,2244.23,2292.76,281761000
2017-05-10,2294.1,2323.22,2264.31,2270.12,422888000
2017-05-11,2278.47,2297.67,2271.66,2296.37,463460000
2017-05-12,2296.06,2296.51,2283.38,2286.02,335337000
2017-05-15,2288.23,2297.31,2280.6,2290.65,251594000
2017-05-16,2306.73,2309.0,2283.84,2295.33,368138000
2017-05-17,2291.56,2295.87,2283.01,2293.08,394821000
2017-05-18,2271.27,2288.85,2267.08,2286.82,378315000
2017-05-19,2286.78,2293.82,2282.13,2288.48,421133000
2017-05-22,2300.68,2305.21,2292.95,2304.03,340061000
2017-05-23,2308.69,2326.57,2303.15,2311.74,341085000
2017-05-24,2319.37,2322.54,2312.93,2317.34,409559000
2017-05-25,2325.49,2343.72,2321.26,2342.93,369280000
2017-05-26,2344.39,2364.8,2341.61,2355.3,312902000
2017-05-29,2362.59,2371.67,2344.25,2352.97,316177000
2017-05-30,2356.54,2358.69,2332.16,2343.68,508844000
2017-05-31,2339.25,2355.23,2338.25,2347.38,555939000
2017-06-01,2348.31,2351.31,2335.63,2344.61,336690000
2017-06-02,2353.77,2372.65,2353.45,2371.72,399499000
2017-06-05,2376.66,2376.83,2363.61,2368.62,326411000
2017-06-07,2364.96,2369.43,2356.71,2360.14,376207000
2017-06-08,2361.64,2365.52,2347.62,2363.57,417080000
2017-06-09,2371.22,2385.15,2367.81,2381.69,520558000
2017-06-12,2370.69,2374.7,2353.35,2357.87,327233000
2017-06-13,2358.92,2375.81,2358.92,2374.7,322081000
2017-06-14,2384.54,2387.29,2366.92,2372.64,392997000
2017-06-15,2373.36,2378.04,2350.37,2361.65,334886000
2017-06-16,2364.2,2365.37,2355.29,2361.83,329179000
2017-06-19,2364.02,2377.2,2356.84,2370.9,290944000
2017-06-20,2382.54,2382.54,2365.45,2369.23,360733000
2017-06-21,2358.23,2359.97,2346.19,2357.53,360344000
2017-06-22,2364.22,2370.39,2354.1,2370.37,299232000
2017-06-23,2371.54,2380.94,2369.17,2378.6,256259000
2017-06-26,2381.09,2390.7,2377.88,2388.66,325674000
2017-06-27,2386.76,2397.14,2383.47,2391.95,358034000
2017-06-28,2382.91,2390.89,2380.75,2382.56,361176000
2017-06-29,2396.81,2402.8,2393.57,2395.66,445131000
2017-06-30,2382.15,2391.81,2381.4,2391.79,343529000
2017-07-03,2397.66,2399.9,2384.55,2394.48,310991000
2017-07-04,2395.24,2398.02,2376.41,2380.52,411776000
2017-07-05,2377.01,2390.29,2375.63,2388.35,333721000
2017-07-06,2390.31,2392.5,2380.82,2387.81,301472000
2017-07-07,2376.29,2385.02,2372.83,2379.87,314370000
2017-07-10,2386.3,2389.87,2378.04,2382.1,296262000
2017-07-11,2386.42,2396.46,2382.69,2396.0,284462000
2017-07-12,2395.41,2399.28,2390.45,2391.77,268926000
2017-07-13,2405.76,2422.26,2402.92,2409.49,289260000
2017-07-14,2418.27,2421.48,2411.34,2414.63,258765000
2017-07-17,2427.76,2430.34,2419.91,2425.1,254205000
2017-07-18,2425.07,2426.16,2419.17,2426.04,260661000
2017-07-19,2430.09,2430.09,2419.64,2429.94,270965000
2017-07-20,2436.06,2443.69,2427.95,2441.84,251916000
2017-07-21,2438.78,2451.59,2437.84,2450.06,250131000
2017-07-24,2451.41,2451.53,2443.65,2451.53,233407000
2017-07-25,2450.76,2453.17,2437.14,2439.9,275199000
2017-07-26,2446.82,2446.96,2429.62,2434.51,336108000
2017-07-27,2443.28,2448.24,2435.49,2443.24,426497000
2017-07-28,2433.46,2434.38,2399.06,2400.99,318651000
2017-07-31,2392.02,2403.9,2388.39,2402.71,277570000
2017-08-01,2397.12,2432.62,2394.27,2422.96,264036000
2017-08-02,2431.94,2434.47,2424.18,2427.63,261569000
2017-08-03,2423.21,2423.55,2374.11,2386.85,303575000
2017-08-04,2389.74,2400.33,2383.45,2395.45,273565000
2017-08-07,2402.57,2412.13,2395.74,2398.75,244123000
2017-08-08,2404.68,2410.22,2383.94,2394.73,252853000
2017-08-09,2379.7,2387.53,2366.33,2368.39,234073000
2017-08-10,2360.95,2371.5,2339.06,2359.47,283873000
2017-08-11,2323.06,2335.12,2310.2,2319.71,318581000
2017-08-14,2336.02,2341.78,2327.8,2334.22,214025000
2017-08-16,2355.74,2358.46,2343.72,2348.26,270520000
2017-08-17,2351.61,2364.5,2346.74,2361.67,255766000
2017-08-18,2340.19,2362.43,2340.19,2358.37,201479000
2017-08-21,2363.38,2363.38,2351.96,2355.0,207225000
2017-08-22,2360.29,2369.02,2359.97,2365.33,251864000
2017-08-23,2376.53,2379.59,2360.71,2366.4,228615000
2017-08-24,2370.12,2382.72,2368.29,2375.84,295530000
2017-08-25,2381.47,2384.59,2372.67,2378.51,341960000
2017-08-28,2376.38,2383.46,2366.23,2370.3,226868000
2017-08-29,2356.2,2364.74,2332.85,2364.74,223089000
2017-08-30,2368.13,2372.29,2363.43,2372.29,305636000
2017-08-31,2373.96,2377.02,2355.29,2363.19,265050000
2017-09-01,2367.45,2370.25,2351.37,2357.69,280059000
2017-09-04,2316.89,2344.82,2316.89,2329.65,248494000
2017-09-05,2340.62,2340.62,2319.94,2326.62,320428000
2017-09-06,2324.84,2325.56,2314.31,2319.82,252681000
2017-09-07,2328.94,2349.79,2328.92,2346.19,277036000
2017-09-08,2350.19,2351.73,2340.63,2343.72,214592000
2017-09-11,2354.86,2369.72,2354.35,2359.08,243612000
2017-09-12,2372.02,2372.45,2359.12,2365.47,333573000
2017-09-13,2370.54,2373.61,2360.17,2360.18,318871000
2017-09-14,2365.54,2377.66,2358.43,2377.66,314262000
2017-09-15,2368.44,2386.07,2365.37,2386.07,298738000
2017-09-18,2390.58,2418.24,2389.65,2418.21,273477000
2017-09-19,2419.3,2422.05,2411.68,2416.05,254585000
2017-09-20,2420.82,2429.12,2405.78,2412.2,303285000
2017-09-21,2412.01,2415.13,2401.89,2406.5,335339000
2017-09-22,2404.35,2409.3,2381.81,2388.71,333616000
2017-09-25,2388.77,2392.44,2374.69,2380.4,339345000
2017-09-26,2371.62,2381.31,2365.34,2374.32,319124000
2017-09-27,2376.89,2377.18,2368.92,2372.57,202618000
2017-09-28,2374.1,2379.54,2365.67,2373.14,194772000
2017-09-29,2378.66,2394.47,2378.66,2394.47,184191000
2017-10-10,2425.63,2443.2,2421.1,2433.81,221744000
2017-10-11,2442.49,2458.16,2439.81,2458.16,201771000
2017-10-12,2461.7,2474.76,2459.48,2474.76,256211000
2017-10-13,2473.65,2479.73,2468.14,2473.62,234800000
2017-10-16,2483.17,2487.71,2470.24,2480.05,224414000
2017-10-17,2484.96,2487.88,2478.76,2484.37,199049000
2017-10-18,2481.53,2490.58,2475.67,2482.91,244245000
2017-10-19,2485.72,2490.94,2468.67,2473.06,236625000
2017-10-20,2477.3,2489.54,2476.88,2489.54,313210000
2017-10-23,2497.65,2500.33,2485.48,2490.05,274201000
2017-10-24,2489.31,2497.35,2487.17,2490.49,232007000
2017-10-25,2495.87,2497.41,2481.48,2492.5,599434000
2017-10-26,2489.6,2495.99,2480.63,2480.63,646882000
2017-10-27,2485.44,2499.15,2479.67,2496.63,511225000
2017-10-30,2513.87,2513.87,2497.42,2501.93,342006000
2017-10-31,2500.21,2528.32,2498.05,2523.43,313787000
2017-11-01,2535.97,2556.47,2535.83,2556.47,361796000
2017-11-02,2560.34,2561.63,2542.02,2546.36,527727000
2017-11-03,2558.37,2558.37,2539.72,2557.97,292766000
2017-11-06,2557.29,2559.9,2529.94,2549.41,221187000
2017-11-07,2548.3,2554.13,2540.67,2545.44,253921000
2017-11-08,2534.48,2558.74,2533.73,2552.4,277039000
2017-11-09,2559.93,2559.93,2536.54,2550.57,293539000
2017-11-10,2541.18,2547.61,2534.6,2542.95,291525000
2017-11-13,2548.27,2552.28,2527.2,2530.35,266530000
2017-11-14,2532.55,2532.95,2520.99,2526.64,287771000
2017-11-15,2525.6,2526.61,2511.76,2518.25,398215000
2017-11-16,2522.42,2538.28,2514.51,2534.79,302931000
2017-11-17,2546.05,2559.1,2533.99,2533.99,362192000
2017-11-20,2536.8,2542.62,2523.52,2527.67,404259000
2017-11-21,2533.85,2539.88,2525.96,2530.7,484887000
2017-11-22,2546.61,2553.22,2535.19,2540.51,485670000
2017-11-23,2542.34,2544.58,2532.45,2537.15,391292000
2017-11-24,2539.79,2544.33,2533.98,2544.33,297938000
2017-11-27,2544.74,2546.71,2506.69,2507.81,284887000
2017-11-28,2512.52,2521.06,2500.93,2514.19,348243000
2017-11-29,2517.26,2524.41,2508.66,2512.9,301208000
2017-11-30,2502.22,2506.32,2474.28,2476.37,339022000
2017-12-01,2488.92,2488.92,2472.75,2475.41,288567000
2017-12-04,2486.72,2501.67,2476.29,2501.67,323846000
2017-12-05,2490.73,2513.68,2487.15,2510.12,395429000
2017-12-06,2510.19,2510.47,2474.29,2474.37,507624000
2017-12-07,2479.55,2480.85,2452.4,2461.98,404853000
2017-12-08,2470.09,2473.17,2459.02,2464.0,406381000
2017-12-11,2467.81,2471.99,2457.98,2471.49,240137000
2017-12-12,2471.23,2471.43,2455.39,2461.0,281191000
